"cjis_code","COMAR","offense_literal","source","fel_mis","max_term","min_term","type","seriousness","fine"
"1-1112","69-1","CDS and Paraphernalia
Possession--unlawful possession or
administering to another; obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
non-marijuana, 1st offense","CR, §5-
601(c)(1)(i)","Misd.","1Y","","Drug","VII","$5,000"
"1-1113","69-1","CDS and Paraphernalia
Possession--unlawful possession or
administering to another; obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
non-marijuana, 1st offense","CR, §5-
601(c)(1)(i)","Misd.","1Y","","Drug","VII","$5,000"
"1-1114","69-1","CDS and Paraphernalia
Possession--unlawful possession or
administering to another; obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
non-marijuana, 1st offense","CR, §5-
601(c)(1)(i)","Misd.","1Y","","Drug","VII","$5,000"
"1-1115","69-1","CDS and Paraphernalia
Possession--unlawful possession or
administering to another; obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
non-marijuana, 1st offense","CR, §5-
601(c)(1)(i)","Misd.","1Y","","Drug","VII","$5,000"
"1-1117","69-1","CDS and Paraphernalia
Possession--unlawful possession or
administering to another; obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
non-marijuana, 1st offense","CR, §5-
601(c)(1)(i)","Misd.","1Y","","Drug","VII","$5,000"
"","69-2","CDS and Paraphernalia
Possession--unlawful possession or
administering to another; obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
non-marijuana, 2nd or 3rd offense","CR, §5-
601(c)(1)(ii)","Misd.","18M","","Drug","VII","$5,000"
"","69-3","CDS and Paraphernalia
Possession--unlawful possession or
administering to another; obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
non-marijuana, 4th or subsequent
offense","CR, §5-
601(c)(1)(iii)","Misd.","2Y","","Drug","VII","$5,000"
"1-1608","7","Abuse and Other Offensive
Conduct
Interfering with rights of
developmentally disabled individual","HG, §7-1102","Misd.","2Y","","Person","VII","$5,000"
"1-0025","70","CDS and Paraphernalia
Possession--unsolicited mailing of
certain drugs, controlled dangerous
substances, medicines, etc.","CR, §5-703","Misd.","6M","","Drug","VII","$500"
"1-0691","71","CDS and Paraphernalia
Possession/purchase of non-CDS
believed to be a controlled
dangerous substance","CR, §5-618(a)","Misd.","1Y","","Drug","VII","$500"
"9-3550","72","CDS--Registration  
CDS--deliver as a registrant a CDS
of Schedule I/II without an order
form","CR, §5-904(a)
NA
NA
NA","Felony","10Y","","Drug","IV","$100,000"
"1-0263","73","CDS--Registration  
CDS registration--use fictitious, etc.
registration number; distribute
without an order form","CR, §5-903(a)
NA
NA
NA","Felony","10Y","","Drug","IV","$100,000"
"8-3550","74","CDS--Registration  
Manufacture CDS which was not
authorized by registration","CR, §5-902(b)
NA
NA","Misd.","2Y","","Drug","VII","$100,000"
"1-0258","75","CDS--Registration  
CDS Registration--unlawful acts","CR, §5-902(a)","Misd.","2Y","","Drug","VII","$100,000"
"1-0259","75","CDS--Registration  
CDS Registration--unlawful acts","CR, §5-902(a)","Misd.","2Y","","Drug","VII","$100,000"
"1-0260","75","CDS--Registration  
CDS Registration--unlawful acts","CR, §5-902(a)","Misd.","2Y","","Drug","VII","$100,000"
"1-0261","75","CDS--Registration  
CDS Registration--unlawful acts","CR, §5-902(a)","Misd.","2Y","","Drug","VII","$100,000"
"1-0262","75","CDS--Registration  
CDS Registration--unlawful acts","CR, §5-902(a)","Misd.","2Y","","Drug","VII","$100,000"
"1-1445","75","CDS--Registration  
CDS Registration--unlawful acts","CR, §5-902(a)","Misd.","2Y","","Drug","VII","$100,000"
"1-3550","75","CDS--Registration  
CDS Registration--unlawful acts","CR, §5-902(a)","Misd.","2Y","","Drug","VII","$100,000"
"3-3932","76","Cemeteries and Funerary Objects,  
Crimes Involving
Removal or attempted removal of
human remains from a burial site","CR, §10-402(a)
NA
NA
NA","Misd.","5Y","","Property","VI","$10,000"
"3-3942","77","Cemeteries and Funerary Objects,  
Crimes Involving
Destruction of funerary
objects/structures placed in a
cemetery","CR, §10-404(a)
NA
NA
NA
NA","Misd.","5Y","","Property","VI","$10,000"
"3-3946","78","Cemeteries and Funerary Objects,  
Crimes Involving
Destruction of graveyard plants","CR, §10-404(b)
NA
NA","Misd.","2Y","","Property","VII","$500"
"3-3947","79","Cemeteries and Funerary Objects,  
Crimes Involving
Disorderly conduct in cemetery","CR, §10-404(c)
NA
NA","Misd.","2Y","","Property","VII","$500"
"1-0774","8-1","Accessory after the Fact
Accessory after the fact to 1st degree
murder","CR, §1-301(b)(1)","Felony","10Y","","Person","V",""
"1-0776","8-2","Accessory after the Fact
Accessory after the fact to 2nd degree
murder","CR, §1-301(b)(2)","Felony","10Y","","Person","V",""
"1-5581","80","Commercial Fraud, Other  
False statement or false entry in
records with the intent to deceive a
person authorized to examine the
affairs of the bank, trust company, or
savings bank","FI, §5-803(b)
NA
NA
NA
NA
NA","Felony","10Y","","Property","V","$5,000"
"1-0049","80-1","Commercial Fraud, Other  
Providing an unlicensed loan FI, §11-222
(penalty)","FI, §11-203.1(a)
NA
NA","Misd.","3Y","","Property","VI","$5,000"
"2-0946","81","Commercial Fraud, Other  
Misappropriation, fraudulent
conversion, or any fraudulent act in
the course of engaging in the
mortgage lending business","FI, §11-523(c)
NA
NA
NA
NA","Felony","15Y","","Property","V","$100,000"
"","84-10","Commercial Fraud, Other
Violation of any provisions of
Maryland Mortgage Assistance
Relief Services Act","RP, §7-509
(penalty)","Misd.","3Y","","Property","VI","$10,000"
"1-0980","84-11","Commercial Fraud, Other
Violation of any provision of
Business Regulation Article, Title 5,
Subtitle 6, 1st offense","BR, §5-610(a)(1),
(b)(1)
(penalty)","Misd.","1Y","","Property","VII","$5,000"
"1-0981","84-11","Commercial Fraud, Other
Violation of any provision of
Business Regulation Article, Title 5,
Subtitle 6, 1st offense","BR, §5-610(a)(1),
(b)(1)
(penalty)","Misd.","1Y","","Property","VII","$5,000"
"1-0980","84-12","Commercial Fraud, Other
Violation of any provision of
Business Regulation Article, Title 5,
Subtitle 6, 2nd offense","BR, §5-610(a)(2),
(b)(2)
(penalty)","Misd.","2Y","","Property","VII","$10,000"
"1-0981","84-12","Commercial Fraud, Other
Violation of any provision of
Business Regulation Article, Title 5,
Subtitle 6, 2nd offense","BR, §5-610(a)(2),
(b)(2)
(penalty)","Misd.","2Y","","Property","VII","$10,000"
"1-0980","84-13","Commercial Fraud, Other
Violation of any provision of
Business Regulation Article, Title 5,
Subtitle 6, 3rd or subsequent offense","BR, §5-610(a)(3),
(b)(3)
(penalty)","Misd.","3Y","","Property","VI","$20,000"
"1-0981","84-13","Commercial Fraud, Other
Violation of any provision of
Business Regulation Article, Title 5,
Subtitle 6, 3rd or subsequent offense","BR, §5-610(a)(3),
(b)(3)
(penalty)","Misd.","3Y","","Property","VI","$20,000"
"1-0982","84-14","Commercial Fraud, Other
Misappropriation or fraudulent
conversion of perpetual care trust
funds in excess of $100","BR, §5-610(c)","Felony","10Y","","Property","V","$25,000"
"1-0986","84-15","Commercial Fraud, Other
Violation of any provision of
Business Regulation Article, Title 5,
Subtitle 9, 1st offense","BR, §5-904(1)
(penalty)","Misd.","1Y","","Property","VII","$5,000"
"","84-16","Commercial Fraud, Other
Violation of any provision of
Business Regulation Article, Title 5,
Subtitle 9, 2nd offense","BR, §5-904(2)
(penalty)","Misd.","2Y","","Property","VII","$10,000"
"","84-17","Commercial Fraud, Other
Violation of any provision of
Business Regulation Article, Title 5,
Subtitle 9, 3rd or subsequent offense","BR, §5-904(3)
(penalty)","Misd.","3Y","","Property","VI","$15,000"
"1-0983","84-18","Commercial Fraud, Other
Failure to deposit money received
under or in connection with preneed
burial contract, 1st offense","BR, §5-
712(b)(1)(i),
(b)(2)(i)","Misd.","1Y","","Property","VII","$10,000"
"1-0984","84-18","Commercial Fraud, Other
Failure to deposit money received
under or in connection with preneed
burial contract, 1st offense","BR, §5-
712(b)(1)(i),
(b)(2)(i)","Misd.","1Y","","Property","VII","$10,000"
"1-0983","84-19","Commercial Fraud, Other
Failure to deposit money received
under or in connection with preneed
burial contract, 2nd offense","BR, §5-
712(b)(1)(ii),
(b)(2)(ii)","Misd.","2Y","","Property","VII","$15,000"
"1-0984","84-19","Commercial Fraud, Other
Failure to deposit money received
under or in connection with preneed
burial contract, 2nd offense","BR, §5-
712(b)(1)(ii),
(b)(2)(ii)","Misd.","2Y","","Property","VII","$15,000"
"1-0983","84-20","Commercial Fraud, Other
Failure to deposit money received
under or in connection with preneed
burial contract, 3rd or subsequent
offense","BR, §5-
712(b)(1)(iii),
(b)(2)(iii)","Misd.","3Y","","Property","VI","$20,000"
"1-0984","84-20","Commercial Fraud, Other
Failure to deposit money received
under or in connection with preneed
burial contract, 3rd or subsequent
offense","BR, §5-
712(b)(1)(iii),
(b)(2)(iii)","Misd.","3Y","","Property","VI","$20,000"
"1-0985","84-21","Commercial Fraud, Other
Misappropriation or fraudulent
conversion of preneed trust funds in
excess of $100","BR, §5-712(c)","Felony","10Y","","Property","V","$25,000"
"","84-22","Commercial Fraud, Other
Violations of law relating to
returnable containers and returnable
textiles, 1st offense","BR, §19-304","Misd.","1Y","","Property","VII","$1,000"
"","84-23","Commercial Fraud, Other
Violations of law relating to
returnable containers and returnable
textiles, subsequent","BR, §19-304","Misd.","3Y","","Property","VII","$2,500"
"1-0877","84-24","Commercial Fraud, Other
Violations of law relating to plastic
secondary packaging, 1st offense","BR, §19-308(e)(1)","Misd.","1Y","","Property","VII","$1,000"
"1-0878","84-24","Commercial Fraud, Other
Violations of law relating to plastic
secondary packaging, 1st offense","BR, §19-308(e)(1)","Misd.","1Y","","Property","VII","$1,000"
"","84-25","Commercial Fraud, Other
Violations of law relating to plastic
secondary packaging, subsequent","BR, §19-308(e)(2)","Misd.","3Y","","Property","VII","$2,500"
"1-0450","84-7","Commercial Fraud, Other
Violation of certain provisions of the
Maryland Real Estate Brokers Act,
1st offense","BO, §17-613(a)
(penalty)","Misd.","1Y","","Property","VII","$5,000"
"1-0498","84-7","Commercial Fraud, Other
Violation of certain provisions of the
Maryland Real Estate Brokers Act,
1st offense","BO, §17-613(a)
(penalty)","Misd.","1Y","","Property","VII","$5,000"
"1-0499","84-7","Commercial Fraud, Other
Violation of certain provisions of the
Maryland Real Estate Brokers Act,
1st offense","BO, §17-613(a)
(penalty)","Misd.","1Y","","Property","VII","$5,000"
"","84-8","Commercial Fraud, Other
Violation of certain provisions of the
Maryland Real Estate Brokers Act,
2nd offense","BO, §17-613(d)(1)
(penalty)","Misd.","2Y","","Property","VII","$15,000"
"","84-9","Commercial Fraud, Other
Violation of certain provisions of the
Maryland Real Estate Brokers Act,
3rd or subsequent offense","BO, §17-613(d)(2)
(penalty)","Misd.","3Y","","Property","VI","$25,000"
"1-2602","85","Commercial Fraud, Other
Fraud--breach of trust","CR, §8-406(a)","Misd.","10Y","","Property","VI","$500-
$5,000"
"2-2701","86","Commercial Fraud, Other
Fraud--convert to own use the
property of partner, make entries of
a partnership transaction","CR, §8-401(a)","Misd.","10Y","","Property","VI","$5,000"
"3-2607","86","Commercial Fraud, Other
Fraud--convert to own use the
property of partner, make entries of
a partnership transaction","CR, §8-401(a)","Misd.","10Y","","Property","VI","$5,000"
"4-2607","87","Commercial Fraud, Other
Fraud, misrepresentation by
corporate officer","CR, §8-402(a)","Misd.","3Y","","Property","VI","$1,000-
$10,000"
"1-0871","88","Commercial Fraud, Other
False or misleading statement or
omission of material fact in sale of
business opportunity","BR, §14-127(b)","Felony","5Y","","Property","VI","$10,000"
"","89","Commercial Fraud, Other
Offer or sale of franchise without
registration","BR, §14-228(b)","Felony","5Y","","Property","VI","$10,000"
"1-1480","9","Accessory after the Fact
Accessory after the fact to a felony","CR, §1-301(a)","Felony","Lesser of
5Y or max. term
penalty for
the
underlying
offense","","Person,
Drug,
Property","Lesser of V or
the category for the underlying
offense",""
"1-1661","9-1","Alcoholic Beverages
Intoxicated and endanger safety of
person or property; or intoxicated or
drink alcoholic beverage in public
place and cause public disturbance","AB, §6-320","Misd.","90D","","Person","VII","$100"
"1-1662","9-1","Alcoholic Beverages
Intoxicated and endanger safety of
person or property; or intoxicated or
drink alcoholic beverage in public
place and cause public disturbance","AB, §6-320","Misd.","90D","","Person","VII","$100"
"","9-2","Alcoholic Beverages
County-specific provisions
concerning giving, serving,
dispensing, keeping, or allowing
alcoholic beverages without license;
bottle clubs; places of public
entertainment-Anne Arundel,
Baltimore, Calvert, Caroline,
Charles, Dorchester, Frederick,
Kent, Prince George’s, Queen
Anne’s, Somerset, Talbot,
Wicomico, or Worcester Counties,
or Baltimore City","AB, §11-2502
AB, §12-2501
AB, §13-2501
AB, §14-2501
AB, §15-2501
AB, §18-2501
AB, §19-2501
AB, §20-2501
AB, §24-2501
AB, §26-2501
AB, §27-2501
AB, §29-2501
AB, §30-2501
AB, §32-2501
AB, §33-2501","Misd.","2Y","","Property","VII","$10,000"
"","9-3","Alcoholic Beverages
Selling or providing alcoholic
beverages to an individual under the
age of 21 in Washington County, 3rd
or subsequent offense","AB, §31-2702","Misd.","2Y","","Property","VII","$1,000"
"1-0500","9-4","Animals, Crimes Against
Animal cruelty","CR, §10-604","Misd.","90D","","Property","VII","$1,000"
"1-0501","9-4","Animals, Crimes Against
Animal cruelty","CR, §10-604","Misd.","90D","","Property","VII","$1,000"
"1-0503","9-4","Animals, Crimes Against
Animal cruelty","CR, §10-604","Misd.","90D","","Property","VII","$1,000"
"1-0505","9-5","Animals, Crimes Against
Aggravated animal cruelty","CR, §10-606","Felony","3Y","","Property","VI","$5,000"
"1-0508","9-5","Animals, Crimes Against
Aggravated animal cruelty","CR, §10-606","Felony","3Y","","Property","VI","$5,000"
"1-0870","90","Commercial Fraud, Other
Untrue statements or omissions of
material fact in connection with an
offer to sell or sale of a franchise","BR, §14-229(b)","Felony","5Y","","Property","VI","$10,000"
"","91","Commercial Fraud, Other
False or misleading statement or
omission in prospectus or
amendment","BR, §14-230(b)","Felony","5Y","","Property","VI","$10,000"
